county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Stanislaus,2020-06-30T00:00:00,118.0,52.0,170.0,1363.0,35.0,4.0,78.0
Marin,2020-06-30T00:00:00,25.0,4.0,29.0,390.0,10.0,1.0,5.0
Napa,2020-06-30T00:00:00,7.0,2.0,9.0,397.0,7.0,1.0,1.0
Humboldt,2020-06-30T00:00:00,1.0,3.0,4.0,352.0,0.0,1.0,1.0
Sutter,2020-07-01T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Inyo,2020-07-01T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Yolo,2020-07-01T00:00:00,4.0,1.0,5.0,186.0,1.0,1.0,1.0
Mono,2020-07-01T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Placer,2020-07-01T00:00:00,13.0,20.0,33.0,753.0,4.0,1.0,28.0
El Dorado,2020-07-01T00:00:00,5.0,1.0,6.0,235.0,4.0,1.0,4.0
Stanislaus,2020-07-01T00:00:00,121.0,61.0,182.0,1372.0,38.0,6.0,82.0
Kings,2020-07-01T00:00:00,40.0,1.0,41.0,199.0,6.0,1.0,3.0
Sacramento,2020-07-01T00:00:00,109.0,27.0,136.0,2491.0,31.0,7.0,89.0
Riverside,2020-07-01T00:00:00,431.0,116.0,547.0,4014.0,123.0,20.0,106.0
Contra Costa,2020-07-01T00:00:00,50.0,21.0,71.0,1579.0,19.0,7.0,143.0
San Diego,2020-07-01T00:00:00,398.0,64.0,462.0,6183.0,159.0,16.0,319.0
Imperial,2020-07-01T00:00:00,79.0,2.0,81.0,237.0,19.0,0.0,6.0
Lake,2020-07-01T00:00:00,3.0,0.0,3.0,110.0,1.0,0.0,1.0
Butte,2020-07-01T00:00:00,7.0,2.0,9.0,428.0,1.0,2.0,3.0
Glenn,2020-07-01T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,
Trinity,2020-07-01T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Amador,2020-07-01T00:00:00,1.0,1.0,2.0,51.0,1.0,0.0,0.0
Colusa,2020-07-01T00:00:00,0.0,2.0,2.0,88.0,0.0,0.0,6.0
Tulare,2020-07-01T00:00:00,78.0,5.0,83.0,835.0,15.0,0.0,9.0
Yuba,2020-07-01T00:00:00,8.0,1.0,9.0,445.0,2.0,1.0,7.0
Shasta,2020-07-01T00:00:00,7.0,1.0,8.0,667.0,2.0,0.0,6.0
Humboldt,2020-07-01T00:00:00,1.0,3.0,4.0,352.0,1.0,1.0,2.0
Modoc,2020-07-01T00:00:00,0.0,2.0,2.0,41.0,0.0,0.0,
Del Norte,2020-07-01T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Kern,2020-07-01T00:00:00,164.0,14.0,178.0,1742.0,58.0,0.0,70.0
Nevada,2020-07-01T00:00:00,4.0,2.0,6.0,122.0,2.0,0.0,4.0
Tehama,2020-07-01T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Santa Cruz,2020-07-01T00:00:00,10.0,0.0,10.0,397.0,1.0,0.0,21.0
Madera,2020-07-01T00:00:00,15.0,7.0,22.0,528.0,5.0,1.0,17.0
San Bernardino,2020-07-01T00:00:00,428.0,88.0,516.0,4564.0,151.0,19.0,95.0
Mendocino,2020-07-01T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,4.0
San Francisco,2020-07-01T00:00:00,71.0,14.0,85.0,2647.0,31.0,2.0,110.0
Solano,2020-07-01T00:00:00,48.0,9.0,57.0,707.0,13.0,0.0,36.0
Sonoma,2020-07-01T00:00:00,13.0,4.0,17.0,871.0,4.0,1.0,51.0
San Benito,2020-07-01T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,1.0
San Luis Obispo,2020-07-01T00:00:00,8.0,6.0,14.0,472.0,3.0,1.0,40.0
Alameda,2020-07-01T00:00:00,123.0,47.0,170.0,2968.0,43.0,12.0,141.0
Plumas,2020-07-01T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Lassen,2020-07-01T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,
Siskiyou,2020-07-01T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,3.0
Monterey,2020-07-01T00:00:00,41.0,2.0,43.0,824.0,10.0,0.0,81.0
San Joaquin,2020-07-01T00:00:00,128.0,35.0,163.0,1430.0,37.0,7.0,47.0
Calaveras,2020-07-01T00:00:00,2.0,0.0,2.0,50.0,2.0,0.0,8.0
Tuolumne,2020-07-01T00:00:00,3.0,0.0,3.0,151.0,1.0,0.0,0.0
Merced,2020-07-01T00:00:00,17.0,9.0,26.0,242.0,4.0,2.0,5.0
Santa Barbara,2020-07-01T00:00:00,62.0,4.0,66.0,717.0,24.0,0.0,62.0
Los Angeles,2020-07-01T00:00:00,1937.0,643.0,2580.0,21731.0,537.0,95.0,1092.0
Santa Clara,2020-07-01T00:00:00,82.0,18.0,100.0,3438.0,35.0,5.0,168.0
Napa,2020-07-01T00:00:00,7.0,1.0,8.0,397.0,7.0,1.0,41.0
Marin,2020-07-01T00:00:00,30.0,2.0,32.0,390.0,12.0,0.0,5.0
San Mateo,2020-07-01T00:00:00,45.0,10.0,55.0,1089.0,20.0,1.0,51.0
Fresno,2020-07-01T00:00:00,125.0,24.0,149.0,2028.0,32.0,5.0,80.0
Mariposa,2020-07-01T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Ventura,2020-07-01T00:00:00,79.0,38.0,117.0,1328.0,24.0,8.0,47.0
Orange,2020-07-01T00:00:00,556.0,149.0,705.0,5725.0,193.0,34.0,346.0
Monterey,2020-07-02T00:00:00,36.0,1.0,37.0,824.0,9.0,1.0,84.0
San Luis Obispo,2020-07-02T00:00:00,8.0,7.0,15.0,475.0,4.0,0.0,40.0
Tuolumne,2020-07-02T00:00:00,4.0,0.0,4.0,151.0,1.0,0.0,1.0
Contra Costa,2020-07-02T00:00:00,56.0,20.0,76.0,1579.0,19.0,5.0,140.0
Santa Cruz,2020-07-02T00:00:00,10.0,3.0,13.0,397.0,3.0,0.0,28.0
Mendocino,2020-07-02T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,2.0
Yolo,2020-07-02T00:00:00,6.0,3.0,9.0,186.0,0.0,0.0,4.0
Fresno,2020-07-02T00:00:00,128.0,17.0,145.0,2029.0,34.0,1.0,68.0
Madera,2020-07-02T00:00:00,17.0,1.0,18.0,528.0,2.0,0.0,21.0
Alameda,2020-07-02T00:00:00,141.0,52.0,193.0,2968.0,45.0,10.0,129.0
Placer,2020-07-02T00:00:00,17.0,22.0,39.0,753.0,4.0,0.0,24.0
El Dorado,2020-07-02T00:00:00,3.0,2.0,5.0,235.0,1.0,2.0,7.0
San Joaquin,2020-07-02T00:00:00,151.0,42.0,193.0,1430.0,37.0,6.0,54.0
Calaveras,2020-07-02T00:00:00,0.0,3.0,3.0,50.0,0.0,2.0,9.0
Merced,2020-07-02T00:00:00,19.0,4.0,23.0,242.0,4.0,1.0,2.0
Lassen,2020-07-02T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,
Lake,2020-07-02T00:00:00,3.0,1.0,4.0,110.0,1.0,0.0,1.0
Marin,2020-07-02T00:00:00,27.0,3.0,30.0,390.0,8.0,0.0,12.0
San Mateo,2020-07-02T00:00:00,52.0,4.0,56.0,1089.0,15.0,0.0,49.0
Glenn,2020-07-02T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Siskiyou,2020-07-02T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,0.0
Colusa,2020-07-02T00:00:00,0.0,2.0,2.0,88.0,0.0,0.0,6.0
Mono,2020-07-02T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Kings,2020-07-02T00:00:00,38.0,1.0,39.0,199.0,7.0,1.0,1.0
Los Angeles,2020-07-02T00:00:00,1933.0,679.0,2612.0,23057.0,546.0,86.0,1153.0
Sonoma,2020-07-02T00:00:00,12.0,3.0,15.0,871.0,3.0,1.0,50.0
Trinity,2020-07-02T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Butte,2020-07-02T00:00:00,9.0,3.0,12.0,428.0,4.0,2.0,3.0
Shasta,2020-07-02T00:00:00,7.0,1.0,8.0,667.0,2.0,0.0,8.0
Yuba,2020-07-02T00:00:00,8.0,3.0,11.0,445.0,2.0,1.0,16.0
Nevada,2020-07-02T00:00:00,5.0,1.0,6.0,114.0,3.0,0.0,4.0
Amador,2020-07-02T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Stanislaus,2020-07-02T00:00:00,133.0,76.0,209.0,1372.0,35.0,13.0,83.0
Ventura,2020-07-02T00:00:00,80.0,42.0,122.0,1363.0,28.0,12.0,54.0
Humboldt,2020-07-02T00:00:00,1.0,0.0,1.0,352.0,1.0,0.0,2.0
San Benito,2020-07-02T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,1.0
Napa,2020-07-02T00:00:00,7.0,2.0,9.0,397.0,3.0,0.0,43.0
Kern,2020-07-02T00:00:00,173.0,33.0,206.0,1742.0,56.0,1.0,67.0
San Francisco,2020-07-02T00:00:00,66.0,16.0,82.0,2647.0,30.0,1.0,102.0
Tehama,2020-07-02T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Riverside,2020-07-02T00:00:00,465.0,111.0,576.0,4014.0,120.0,17.0,92.0
Solano,2020-07-02T00:00:00,39.0,9.0,48.0,707.0,13.0,1.0,38.0
Mariposa,2020-07-02T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Santa Clara,2020-07-02T00:00:00,91.0,16.0,107.0,3438.0,33.0,2.0,172.0
Del Norte,2020-07-02T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,1.0
Tulare,2020-07-02T00:00:00,77.0,2.0,79.0,835.0,12.0,0.0,23.0
Plumas,2020-07-02T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Sacramento,2020-07-02T00:00:00,128.0,21.0,149.0,2492.0,34.0,6.0,82.0
Modoc,2020-07-02T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
San Bernardino,2020-07-02T00:00:00,438.0,91.0,529.0,4793.0,156.0,13.0,85.0
Inyo,2020-07-02T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Santa Barbara,2020-07-02T00:00:00,64.0,6.0,70.0,717.0,24.0,1.0,61.0
Imperial,2020-07-02T00:00:00,86.0,3.0,89.0,237.0,17.0,1.0,6.0
Sutter,2020-07-02T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Orange,2020-07-02T00:00:00,584.0,132.0,716.0,6694.0,187.0,21.0,326.0
San Diego,2020-07-02T00:00:00,380.0,79.0,459.0,6182.0,146.0,13.0,337.0
Yuba,2020-07-03T00:00:00,9.0,1.0,10.0,445.0,3.0,0.0,17.0
Nevada,2020-07-03T00:00:00,4.0,1.0,5.0,96.0,2.0,1.0,7.0
San Bernardino,2020-07-03T00:00:00,451.0,88.0,539.0,4834.0,155.0,14.0,87.0
Kings,2020-07-03T00:00:00,39.0,1.0,40.0,199.0,7.0,1.0,0.0
Colusa,2020-07-03T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Stanislaus,2020-07-03T00:00:00,137.0,73.0,210.0,1367.0,34.0,8.0,78.0
Santa Barbara,2020-07-03T00:00:00,71.0,4.0,75.0,763.0,21.0,1.0,68.0
Los Angeles,2020-07-03T00:00:00,1947.0,696.0,2643.0,23965.0,549.0,101.0,1189.0
Mendocino,2020-07-03T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,1.0
Madera,2020-07-03T00:00:00,10.0,9.0,19.0,528.0,5.0,1.0,8.0
Alameda,2020-07-03T00:00:00,157.0,51.0,208.0,2968.0,46.0,9.0,126.0
Contra Costa,2020-07-03T00:00:00,54.0,21.0,75.0,1579.0,20.0,3.0,141.0
Santa Clara,2020-07-03T00:00:00,84.0,16.0,100.0,3438.0,36.0,2.0,171.0
Tulare,2020-07-03T00:00:00,75.0,3.0,78.0,835.0,12.0,0.0,25.0
Plumas,2020-07-03T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Kern,2020-07-03T00:00:00,189.0,14.0,203.0,1832.0,67.0,0.0,80.0
Merced,2020-07-03T00:00:00,20.0,6.0,26.0,242.0,4.0,1.0,3.0
Amador,2020-07-03T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,1.0
Sacramento,2020-07-03T00:00:00,129.0,15.0,144.0,2486.0,34.0,5.0,80.0
Siskiyou,2020-07-03T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,2.0
El Dorado,2020-07-03T00:00:00,3.0,1.0,4.0,235.0,2.0,1.0,8.0
Yolo,2020-07-03T00:00:00,7.0,2.0,9.0,186.0,1.0,1.0,1.0
Tuolumne,2020-07-03T00:00:00,1.0,0.0,1.0,151.0,1.0,0.0,0.0
Mariposa,2020-07-03T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Glenn,2020-07-03T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Santa Cruz,2020-07-03T00:00:00,11.0,6.0,17.0,397.0,3.0,0.0,26.0
Lake,2020-07-03T00:00:00,3.0,0.0,3.0,110.0,1.0,0.0,2.0
Humboldt,2020-07-03T00:00:00,1.0,0.0,1.0,352.0,1.0,0.0,2.0
Del Norte,2020-07-03T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Sutter,2020-07-03T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Riverside,2020-07-03T00:00:00,472.0,99.0,571.0,4103.0,121.0,11.0,107.0
Mono,2020-07-03T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Fresno,2020-07-03T00:00:00,133.0,21.0,154.0,2092.0,37.0,0.0,77.0
San Francisco,2020-07-03T00:00:00,70.0,15.0,85.0,2647.0,27.0,2.0,107.0
Trinity,2020-07-03T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Sonoma,2020-07-03T00:00:00,15.0,3.0,18.0,862.0,3.0,1.0,48.0
Napa,2020-07-03T00:00:00,6.0,2.0,8.0,397.0,4.0,0.0,43.0
Solano,2020-07-03T00:00:00,38.0,9.0,47.0,707.0,14.0,1.0,35.0
Imperial,2020-07-03T00:00:00,83.0,2.0,85.0,298.0,18.0,0.0,17.0
Butte,2020-07-03T00:00:00,7.0,2.0,9.0,428.0,4.0,0.0,6.0
Marin,2020-07-03T00:00:00,28.0,3.0,31.0,392.0,8.0,0.0,11.0
San Luis Obispo,2020-07-03T00:00:00,8.0,3.0,11.0,476.0,4.0,0.0,39.0
Shasta,2020-07-03T00:00:00,8.0,1.0,9.0,667.0,2.0,0.0,7.0
Tehama,2020-07-03T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Inyo,2020-07-03T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Calaveras,2020-07-03T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,12.0
San Joaquin,2020-07-03T00:00:00,165.0,41.0,206.0,1430.0,40.0,4.0,45.0
San Mateo,2020-07-03T00:00:00,56.0,4.0,60.0,1119.0,17.0,0.0,57.0
Monterey,2020-07-03T00:00:00,35.0,1.0,36.0,845.0,8.0,0.0,85.0
Orange,2020-07-03T00:00:00,594.0,150.0,744.0,7401.0,193.0,24.0,320.0
Modoc,2020-07-03T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Ventura,2020-07-03T00:00:00,85.0,38.0,123.0,1549.0,26.0,5.0,56.0
Placer,2020-07-03T00:00:00,19.0,26.0,45.0,753.0,3.0,0.0,29.0
San Diego,2020-07-03T00:00:00,367.0,68.0,435.0,6316.0,148.0,9.0,318.0
San Benito,2020-07-03T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Lassen,2020-07-03T00:00:00,1.0,0.0,1.0,65.0,0.0,0.0,
Santa Cruz,2020-07-04T00:00:00,10.0,5.0,15.0,397.0,2.0,0.0,25.0
Yolo,2020-07-04T00:00:00,9.0,0.0,9.0,186.0,2.0,0.0,1.0
Calaveras,2020-07-04T00:00:00,0.0,1.0,1.0,50.0,0.0,0.0,11.0
Santa Barbara,2020-07-04T00:00:00,69.0,7.0,76.0,763.0,21.0,3.0,73.0
Santa Clara,2020-07-04T00:00:00,83.0,18.0,101.0,3438.0,36.0,2.0,186.0
Monterey,2020-07-04T00:00:00,38.0,1.0,39.0,845.0,8.0,0.0,88.0
Sonoma,2020-07-04T00:00:00,18.0,8.0,26.0,862.0,5.0,1.0,51.0
Nevada,2020-07-04T00:00:00,5.0,2.0,7.0,93.0,1.0,1.0,3.0
Mendocino,2020-07-04T00:00:00,0.0,1.0,1.0,180.0,0.0,0.0,2.0
Lake,2020-07-04T00:00:00,3.0,1.0,4.0,110.0,0.0,1.0,2.0
Del Norte,2020-07-04T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Sutter,2020-07-04T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Yuba,2020-07-04T00:00:00,10.0,2.0,12.0,445.0,5.0,1.0,13.0
Siskiyou,2020-07-04T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,3.0
Glenn,2020-07-04T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Modoc,2020-07-04T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
San Francisco,2020-07-04T00:00:00,68.0,14.0,82.0,2647.0,26.0,1.0,102.0
Solano,2020-07-04T00:00:00,38.0,7.0,45.0,707.0,11.0,0.0,44.0
San Bernardino,2020-07-04T00:00:00,461.0,96.0,557.0,4834.0,158.0,16.0,117.0
Mono,2020-07-04T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Ventura,2020-07-04T00:00:00,82.0,22.0,104.0,1549.0,30.0,5.0,50.0
Tehama,2020-07-04T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,0.0
San Benito,2020-07-04T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Luis Obispo,2020-07-04T00:00:00,8.0,4.0,12.0,476.0,4.0,1.0,38.0
Sacramento,2020-07-04T00:00:00,142.0,25.0,167.0,2465.0,42.0,8.0,87.0
Trinity,2020-07-04T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Alameda,2020-07-04T00:00:00,146.0,44.0,190.0,2968.0,44.0,8.0,137.0
Riverside,2020-07-04T00:00:00,485.0,115.0,600.0,4070.0,123.0,17.0,120.0
Kings,2020-07-04T00:00:00,46.0,2.0,48.0,199.0,6.0,2.0,2.0
Tuolumne,2020-07-04T00:00:00,1.0,0.0,1.0,151.0,0.0,0.0,6.0
Mariposa,2020-07-04T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Madera,2020-07-04T00:00:00,15.0,12.0,27.0,528.0,2.0,0.0,21.0
Los Angeles,2020-07-04T00:00:00,1921.0,653.0,2574.0,23943.0,540.0,84.0,1336.0
San Diego,2020-07-04T00:00:00,372.0,73.0,445.0,6267.0,156.0,11.0,344.0
Kern,2020-07-04T00:00:00,204.0,16.0,220.0,1832.0,67.0,0.0,80.0
San Mateo,2020-07-04T00:00:00,46.0,4.0,50.0,1057.0,16.0,0.0,63.0
Inyo,2020-07-04T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Colusa,2020-07-04T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Contra Costa,2020-07-04T00:00:00,59.0,22.0,81.0,1562.0,25.0,4.0,135.0
Tulare,2020-07-04T00:00:00,78.0,2.0,80.0,835.0,11.0,0.0,17.0
Marin,2020-07-04T00:00:00,29.0,1.0,30.0,392.0,8.0,0.0,9.0
Napa,2020-07-04T00:00:00,6.0,1.0,7.0,397.0,4.0,0.0,0.0
Imperial,2020-07-04T00:00:00,87.0,4.0,91.0,298.0,19.0,0.0,16.0
Fresno,2020-07-04T00:00:00,139.0,23.0,162.0,2094.0,38.0,0.0,78.0
Plumas,2020-07-04T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Humboldt,2020-07-04T00:00:00,1.0,0.0,1.0,352.0,1.0,0.0,2.0
Butte,2020-07-04T00:00:00,8.0,0.0,8.0,408.0,5.0,0.0,4.0
Amador,2020-07-04T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,0.0
El Dorado,2020-07-04T00:00:00,2.0,2.0,4.0,235.0,2.0,2.0,7.0
Lassen,2020-07-04T00:00:00,1.0,0.0,1.0,65.0,0.0,0.0,
Merced,2020-07-04T00:00:00,23.0,1.0,24.0,242.0,3.0,0.0,4.0
Orange,2020-07-04T00:00:00,624.0,148.0,772.0,7401.0,197.0,18.0,403.0
Stanislaus,2020-07-04T00:00:00,147.0,75.0,222.0,1367.0,40.0,4.0,85.0
San Joaquin,2020-07-04T00:00:00,155.0,39.0,194.0,1430.0,46.0,5.0,50.0
Shasta,2020-07-04T00:00:00,8.0,1.0,9.0,667.0,3.0,0.0,7.0
Placer,2020-07-04T00:00:00,19.0,27.0,46.0,753.0,3.0,1.0,37.0
Napa,2020-07-05T00:00:00,6.0,1.0,7.0,397.0,4.0,0.0,5.0
Monterey,2020-07-05T00:00:00,38.0,2.0,40.0,845.0,6.0,0.0,91.0
Colusa,2020-07-05T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Amador,2020-07-05T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Madera,2020-07-05T00:00:00,17.0,4.0,21.0,528.0,3.0,1.0,18.0
San Francisco,2020-07-05T00:00:00,73.0,11.0,84.0,2647.0,25.0,1.0,122.0
Mendocino,2020-07-05T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,2.0
Marin,2020-07-05T00:00:00,32.0,8.0,40.0,392.0,9.0,2.0,7.0
Ventura,2020-07-05T00:00:00,77.0,26.0,103.0,1549.0,26.0,7.0,39.0
Del Norte,2020-07-05T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Mono,2020-07-05T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Inyo,2020-07-05T00:00:00,0.0,1.0,1.0,42.0,0.0,1.0,3.0
Humboldt,2020-07-05T00:00:00,1.0,1.0,2.0,352.0,1.0,0.0,2.0
San Benito,2020-07-05T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sonoma,2020-07-05T00:00:00,20.0,10.0,30.0,862.0,6.0,3.0,52.0
Butte,2020-07-05T00:00:00,10.0,0.0,10.0,408.0,6.0,0.0,1.0
Placer,2020-07-05T00:00:00,22.0,19.0,41.0,753.0,4.0,4.0,35.0
Sacramento,2020-07-05T00:00:00,148.0,21.0,169.0,2428.0,41.0,5.0,89.0
Imperial,2020-07-05T00:00:00,89.0,4.0,93.0,298.0,20.0,0.0,15.0
San Luis Obispo,2020-07-05T00:00:00,10.0,7.0,17.0,451.0,3.0,2.0,41.0
Calaveras,2020-07-05T00:00:00,0.0,2.0,2.0,50.0,0.0,1.0,10.0
Santa Cruz,2020-07-05T00:00:00,10.0,9.0,19.0,397.0,2.0,0.0,30.0
Plumas,2020-07-05T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Tehama,2020-07-05T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Sutter,2020-07-05T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Modoc,2020-07-05T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Tulare,2020-07-05T00:00:00,78.0,2.0,80.0,835.0,9.0,0.0,17.0
Kern,2020-07-05T00:00:00,210.0,12.0,222.0,1832.0,64.0,0.0,74.0
Lake,2020-07-05T00:00:00,3.0,1.0,4.0,110.0,0.0,0.0,2.0
Santa Clara,2020-07-05T00:00:00,84.0,26.0,110.0,3438.0,33.0,2.0,198.0
El Dorado,2020-07-05T00:00:00,2.0,0.0,2.0,235.0,2.0,0.0,7.0
Mariposa,2020-07-05T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Tuolumne,2020-07-05T00:00:00,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Stanislaus,2020-07-05T00:00:00,154.0,59.0,213.0,1367.0,46.0,4.0,88.0
Trinity,2020-07-05T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Yuba,2020-07-05T00:00:00,14.0,2.0,16.0,445.0,6.0,1.0,6.0
Shasta,2020-07-05T00:00:00,6.0,1.0,7.0,667.0,3.0,0.0,5.0
Lassen,2020-07-05T00:00:00,1.0,0.0,1.0,65.0,0.0,0.0,
San Mateo,2020-07-05T00:00:00,45.0,8.0,53.0,1050.0,15.0,0.0,67.0
Contra Costa,2020-07-05T00:00:00,49.0,39.0,88.0,1579.0,21.0,7.0,150.0
Alameda,2020-07-05T00:00:00,146.0,37.0,183.0,2968.0,48.0,10.0,134.0
Solano,2020-07-05T00:00:00,39.0,8.0,47.0,707.0,11.0,1.0,40.0
Riverside,2020-07-05T00:00:00,498.0,116.0,614.0,4065.0,130.0,18.0,130.0
Nevada,2020-07-05T00:00:00,4.0,5.0,9.0,89.0,1.0,1.0,3.0
Siskiyou,2020-07-05T00:00:00,0.0,1.0,1.0,65.0,0.0,0.0,5.0
Glenn,2020-07-05T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Kings,2020-07-05T00:00:00,45.0,2.0,47.0,199.0,7.0,1.0,5.0
San Diego,2020-07-05T00:00:00,374.0,67.0,441.0,6250.0,158.0,16.0,350.0
Yolo,2020-07-05T00:00:00,7.0,1.0,8.0,186.0,1.0,1.0,0.0
Merced,2020-07-05T00:00:00,24.0,0.0,24.0,242.0,4.0,0.0,3.0
Los Angeles,2020-07-05T00:00:00,1969.0,676.0,2645.0,23936.0,527.0,102.0,1295.0
Orange,2020-07-05T00:00:00,634.0,158.0,792.0,7401.0,203.0,23.0,418.0
Santa Barbara,2020-07-05T00:00:00,67.0,6.0,73.0,763.0,18.0,3.0,72.0
Fresno,2020-07-05T00:00:00,140.0,23.0,163.0,2090.0,39.0,1.0,81.0
San Bernardino,2020-07-05T00:00:00,484.0,81.0,565.0,4834.0,164.0,11.0,112.0
San Joaquin,2020-07-05T00:00:00,158.0,30.0,188.0,1430.0,39.0,2.0,45.0
Sutter,2020-07-06T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Amador,2020-07-06T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,2.0
Shasta,2020-07-06T00:00:00,5.0,1.0,6.0,671.0,3.0,0.0,9.0
Glenn,2020-07-06T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Kings,2020-07-06T00:00:00,49.0,3.0,52.0,199.0,7.0,1.0,0.0
San Bernardino,2020-07-06T00:00:00,501.0,73.0,574.0,4834.0,160.0,10.0,129.0
Trinity,2020-07-06T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Tuolumne,2020-07-06T00:00:00,1.0,0.0,1.0,151.0,0.0,0.0,3.0
Inyo,2020-07-06T00:00:00,0.0,1.0,1.0,42.0,0.0,1.0,3.0
Lassen,2020-07-06T00:00:00,1.0,0.0,1.0,65.0,0.0,0.0,
Tehama,2020-07-06T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Colusa,2020-07-06T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Nevada,2020-07-06T00:00:00,3.0,3.0,6.0,114.0,1.0,0.0,6.0
Riverside,2020-07-06T00:00:00,520.0,138.0,658.0,4110.0,130.0,16.0,124.0
San Joaquin,2020-07-06T00:00:00,168.0,74.0,242.0,1430.0,43.0,4.0,46.0
Mono,2020-07-06T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
